ID,title,category,target,weapon,killedinac,injured,datetimest,MGRS,GARS,GEOREF,USNG,UTM
771,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,9,0,11/27/2014 0:00,10SEF9664051436,117LP34,DJPG0483236212,10S EF 96640 51436,10S 596639 4051436
772,ATTACK RPT,Attack,Friendly,Small Arms,9,8,11/27/2014 0:00,10SFF0037849688,117LP35,DJPG0732535243,10S FF 00378 49688,10S 600377 4049687
773,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,0,11/27/2014 0:00,10SFF0241451130,117LP35,DJPG0870236011,10S FF 02414 51130,10S 602414 4051130
774,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,11/27/2014 0:00,10SEF9820450536,117LP35,DJPG0587435716,10S EF 98204 50536,10S 598204 4050536
775,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,11/27/2014 0:00,10SFF0137151335,117LP35,DJPG0800536128,10S FF 01371 51335,10S 601371 4051334
776,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,0,0,11/27/2014 0:00,10SFF0462952163,117LP36,DJPG1019636555,10S FF 04629 52163,10S 604628 4052163
777,IED EXPLOSION RPT,IED,Friendly,Unknown,9,9,11/27/2014 0:00,10SFF0303850159,117LP35,DJPG0911335481,10S FF 03038 50159,10S 603037 4050158
778,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,5,0,11/27/2014 0:00,10SFF0404851263,117LP35,DJPG0979936072,10S FF 04048 51263,10S 604047 4051263
779,DIRECT FIRE RPT,Direct Fire,Friendly,VOIED,9,9,11/27/2014 0:00,10SFF0369750889,117LP35,DJPG0956135872,10S FF 03697 50889,10S 603697 4050889
780,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,9,9,11/27/2014 0:00,10SFF0442450476,117LP36,DJPG1004535643,10S FF 04424 50476,10S 604424 4050475
781,IED EXPLOSION RPT,IED,Friendly,CWIED,1,1,11/28/2014 0:00,10SFF0479253297,117LP36,DJPG1031537167,10S FF 04792 53297,10S 604792 4053296
782,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,0,2,11/28/2014 0:00,10SEF9516053653,117LP34,DJPG0385637420,10S EF 95160 53653,10S 595160 4053652
783,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,0,11/28/2014 0:00,10SFF0384351753,117LP35,DJPG0966636338,10S FF 03843 51753,10S 603842 4051753
784,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,0,11/28/2014 0:00,10SFF0146151339,117LP35,DJPG0806536130,10S FF 01461 51339,10S 601461 4051338
785,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,4,11/28/2014 0:00,10SEF9609845424,117LP37,DJPG0442332964,10S EF 96098 45424,10S 596097 4045423
786,IED EXPLOSION RPT,IED,Friendly,RCIED,8,0,11/28/2014 0:00,10SFF0325551224,117LP35,DJPG0926736056,10S FF 03255 51224,10S 603255 4051223
787,SMALL UNIT ACTIONS RPT,Other,Enemy,Small Arms,1,0,11/28/2014 0:00,10SEF9866251305,117LP35,DJPG0618736129,10S EF 98662 51305,10S 598662 4051304
788,IED EXPLOSION RPT,IED,Friendly,Unknown,9,0,11/28/2014 0:00,10SEF9686051696,117LP34,DJPG0498136351,10S EF 96860 51696,10S 596859 4051696
789,IED EXPLOSION RPT,IED,Friendly,VOIED,8,1,11/28/2014 0:00,10SFF0392752328,117LP35,DJPG0972736648,10S FF 03927 52328,10S 603927 4052327
790,ATTACK RPT,Attack,Friendly,Rocket,0,4,11/28/2014 0:00,10SEF9594145183,117LP37,DJPG0431632835,10S EF 95941 45183,10S 595941 4045183
791,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,11/28/2014 0:00,10SFF0380350560,117LP35,DJPG0962935693,10S FF 03803 50560,10S 603803 4050560
792,IED EXPLOSION RPT,IED,Friendly,Unknown,9,0,11/28/2014 0:00,10SFF0365451829,117LP35,DJPG0954036380,10S FF 03654 51829,10S 603653 4051829
793,IED EXPLOSION RPT,IED,Friendly,VOIED,9,8,11/28/2014 0:00,10SEF9884649131,117LP38,DJPG0629434952,10S EF 98846 49131,10S 598846 4049130
794,IED EXPLOSION RPT,IED,Friendly,VOIED,9,4,11/28/2014 0:00,10SEF9673444994,117LP37,DJPG0484632728,10S EF 96734 44994,10S 596733 4044993
795,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,0,11/28/2014 0:00,10SFF0198251306,117LP35,DJPG0841436108,10S FF 01982 51306,10S 601981 4051305
796,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,8,11/28/2014 0:00,10SFF0393649520,117LP35,DJPG0971035130,10S FF 03936 49520,10S 603935 4049520
797,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,11/28/2014 0:00,10SFF0219750520,117LP35,DJPG0855235682,10S FF 02197 50520,10S 602197 4050520
798,MEDEVAC RPT,Other,Neutral,Unknown,1,4,11/28/2014 0:00,10SEF9678245438,117LP37,DJPG0488232968,10S EF 96782 45438,10S 596781 4045438
799,SMALL UNIT ACTIONS RPT,Other,Enemy,Small Arms,9,9,11/28/2014 0:00,10SFF0221250513,117LP35,DJPG0856235678,10S FF 02212 50513,10S 602212 4050513
800,IED EXPLOSION RPT,IED,Friendly,VOIED,6,8,11/28/2014 0:00,10SFF0236248911,117LP38,DJPG0865034811,10S FF 02362 48911,10S 602362 4048911
801,IED EXPLOSION RPT,IED,Friendly,VOIED,5,9,11/28/2014 0:00,10SFF0350050680,117LP35,DJPG0942735760,10S FF 03500 50680,10S 603500 4050679
802,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,3,1,11/28/2014 0:00,10SEF9804152407,117LP35,DJPG0577936729,10S EF 98041 52407,10S 598040 4052407
803,IED EXPLOSION RPT,IED,Friendly,VOIED,4,8,11/29/2014 0:00,10SFF0347249831,117LP35,DJPG0940135301,10S FF 03472 49831,10S 603471 4049830
804,ESCALATION OF FORCE RPT,Other,Enemy,Unknown,9,0,11/29/2014 0:00,10SFF0387852125,117LP35,DJPG0969236539,10S FF 03878 52125,10S 603877 4052125
805,IED EXPLOSION RPT,IED,Friendly,CWIED,9,4,11/29/2014 0:00,10SEF9608945402,117LP37,DJPG0441732952,10S EF 96089 45402,10S 596089 4045401
806,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,3,0,11/29/2014 0:00,10SEF9491152065,117LP34,DJPG0367736563,10S EF 94911 52065,10S 594911 4052065
807,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,3,8,11/29/2014 0:00,10SEF9904549773,117LP35,DJPG0643235298,10S EF 99045 49773,10S 599044 4049772
808,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,8,11/29/2014 0:00,10SFF0274049935,117LP35,DJPG0891135362,10S FF 02740 49935,10S 602739 4049934
809,IED EXPLOSION RPT,IED,Friendly,VOIED,4,8,11/29/2014 0:00,10SFF0311149294,117LP35,DJPG0915535013,10S FF 03111 49294,10S 603111 4049294
810,ATTACK RPT,Attack,Friendly,Small Arms,9,5,11/29/2014 0:00,10SEF9614046063,117LP37,DJPG0445633309,10S EF 96140 46063,10S 596139 4046062
811,IED EXPLOSION RPT,IED,Friendly,VOIED,0,2,11/29/2014 0:00,10SEF9648953494,117LP34,DJPG0474637326,10S EF 96489 53494,10S 596489 4053493
812,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,8,5,11/29/2014 0:00,10SEF9667446350,117LP37,DJPG0481733461,10S EF 96674 46350,10S 596674 4046349
813,INTERDICTION RPT,Other,Friendly,VBIED,0,9,11/29/2014 0:00,10SEF9392850276,117LP34,DJPG0300435601,10S EF 93928 50276,10S 593927 4050275
814,IED EXPLOSION RPT,IED,Friendly,VOIED,2,0,11/29/2014 0:00,10SFF0210951484,117LP35,DJPG0850036204,10S FF 02109 51484,10S 602108 4051484
815,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,5,0,11/29/2014 0:00,10SFF0210251213,117LP35,DJPG0849436057,10S FF 02102 51213,10S 602102 4051213
816,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,7,11/29/2014 0:00,10SFF0500548855,117LP39,DJPG1042234763,10S FF 05005 48855,10S 605005 4048854
817,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,1,1,11/29/2014 0:00,10SEF9728052314,117LP35,DJPG0526836683,10S EF 97280 52314,10S 597280 4052314
818,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,4,5,11/30/2014 0:00,10SEF9713246321,117LP38,DJPG0512333443,10S EF 97132 46321,10S 597132 4046320
819,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,0,11/30/2014 0:00,10SEF9635751961,117LP34,DJPG0464636498,10S EF 96357 51961,10S 596357 4051961
820,DIRECT FIRE RPT,Direct Fire,Friendly,VOIED,9,0,11/30/2014 0:00,10SFF0457951948,117LP36,DJPG1016136439,10S FF 04579 51948,10S 604579 4051947
821,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,11/30/2014 0:00,10SFF0397351185,117LP35,DJPG0974836030,10S FF 03973 51185,10S 603972 4051185
822,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,8,11/30/2014 0:00,10SFF0476449347,117LP36,DJPG1026435031,10S FF 04764 49347,10S 604764 4049347
823,DETAIN RPT,Detain,Enemy,Unknown,0,8,11/30/2014 0:00,10SFF0311149294,117LP35,DJPG0915535013,10S FF 03111 49294,10S 603111 4049294
824,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,8,1,11/30/2014 0:00,10SFF0490353230,117LP36,DJPG1038937130,10S FF 04903 53230,10S 604902 4053230
825,IED EXPLOSION RPT,IED,Friendly,VOIED,0,9,11/30/2014 0:00,10SEF9955951004,117LP35,DJPG0678635960,10S EF 99559 51004,10S 599559 4051003
826,ESCALATION OF FORCE RPT,Other,Enemy,Unknown,1,8,11/30/2014 0:00,10SFF0480649200,117LP39,DJPG1029134951,10S FF 04806 49200,10S 604805 4049200
827,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,9,11/30/2014 0:00,10SEF9392850276,117LP34,DJPG0300435601,10S EF 93928 50276,10S 593927 4050275
828,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,0,9,11/30/2014 0:00,10SEF9996850076,117LP35,DJPG0705335456,10S EF 99968 50076,10S 599967 4050076
829,ATTACK RPT,Attack,Friendly,Small Arms,9,0,11/30/2014 0:00,10SFF0146751317,117LP35,DJPG0806936117,10S FF 01467 51317,10S 601466 4051316
830,ARREST RPT,Arrest,Enemy,Unknown,1,8,11/30/2014 0:00,10SFF0096349808,117LP35,DJPG0771835305,10S FF 00963 49808,10S 600962 4049808
831,IED EXPLOSION RPT,IED,Friendly,CWIED,0,9,11/30/2014 0:00,10SEF9402950285,117LP34,DJPG0307235606,10S EF 94029 50285,10S 594029 4050285
832,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,1,11/30/2014 0:00,10SFF0446152827,117LP36,DJPG1008936915,10S FF 04461 52827,10S 604461 4052826
833,IED EXPLOSION RPT,IED,Friendly,VOIED,9,4,11/30/2014 0:00,10SEF9674245423,117LP37,DJPG0485532960,10S EF 96742 45423,10S 596742 4045423
834,SMALL UNIT ACTIONS RPT,Other,Enemy,Small Arms,0,4,11/30/2014 0:00,10SEF9609845424,117LP37,DJPG0442332964,10S EF 96098 45424,10S 596097 4045423
835,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,11/30/2014 0:00,10SFF0349950676,117LP35,DJPG0942635758,10S FF 03499 50676,10S 603498 4050675
836,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,9,11/30/2014 0:00,10SFF0131350656,117LP35,DJPG0796035761,10S FF 01313 50656,10S 601312 4050656
837,IED EXPLOSION RPT,IED,Friendly,VOIED,9,8,11/30/2014 0:00,10SFF0476449347,117LP36,DJPG1026435031,10S FF 04764 49347,10S 604764 4049347
838,INTERDICTION RPT,IED,Friendly,VBIED,9,9,12/1/2014 0:00,10SFF0178650551,117LP35,DJPG0827735702,10S FF 01786 50551,10S 601786 4050551
839,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,1,4,12/1/2014 0:00,10SEF9676645337,117LP37,DJPG0487132913,10S EF 96766 45337,10S 596766 4045337
840,IED EXPLOSION RPT,IED,Friendly,VOIED,9,9,12/1/2014 0:00,10SFF0436050704,117LP36,DJPG1000435767,10S FF 04360 50704,10S 604360 4050703
841,IED EXPLOSION RPT,IED,Friendly,Unknown,0,8,12/1/2014 0:00,10SFF0338449438,117LP35,DJPG0933935089,10S FF 03384 49438,10S 603384 4049437
842,ESCALATION OF FORCE RPT,Other,Enemy,Unknown,1,2,12/1/2014 0:00,10SEF9608653822,117LP34,DJPG0447837506,10S EF 96086 53822,10S 596085 4053822
843,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,4,6,12/1/2014 0:00,10SEF9707947399,117LP38,DJPG0509634026,10S EF 97079 47399,10S 597078 4047399
844,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,0,9,12/1/2014 0:00,10SFF0108650206,117LP35,DJPG0780435519,10S FF 01086 50206,10S 601086 4050205
845,IED EXPLOSION RPT,IED,Friendly,VOIED,2,0,12/1/2014 0:00,10SFF0244851949,117LP35,DJPG0873236453,10S FF 02448 51949,10S 602448 4051949
846,IED EXPLOSION RPT,IED,Friendly,VOIED,0,1,12/1/2014 0:00,10SEF9788152194,117LP35,DJPG0567036614,10S EF 97881 52194,10S 597880 4052193
847,DETAIN RPT,Detain,Enemy,Unknown,9,0,12/1/2014 0:00,10SEF9599751765,117LP34,DJPG0440336394,10S EF 95997 51765,10S 595997 4051764
848,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,4,2,12/1/2014 0:00,10SFF0377153559,117LP35,DJPG0963237315,10S FF 03771 53559,10S 603771 4053558
849,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,9,8,12/1/2014 0:00,10SFF0046449805,117LP35,DJPG0738435306,10S FF 00464 49805,10S 600464 4049805
850,DISTURBANCE,Disturbance,Friendly,Small Arms,4,0,12/1/2014 0:00,10SFF0387852125,117LP35,DJPG0969236539,10S FF 03878 52125,10S 603877 4052125
851,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,2,12/1/2014 0:00,10SEF9677053417,117LP34,DJPG0493437283,10S EF 96770 53417,10S 596769 4053417
852,ARREST RPT,Arrest,Enemy,Unknown,1,1,12/1/2014 0:00,10SEF9668652749,117LP34,DJPG0487236922,10S EF 96686 52749,10S 596685 4052748
853,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,4,0,12/1/2014 0:00,10SFF0420851179,117LP35,DJPG0990636025,10S FF 04208 51179,10S 604207 4051178
854,ASSASSINATION,Assassination,Neutral,Small Arms,0,0,12/1/2014 0:00,10SFF0452451673,117LP36,DJPG1012236290,10S FF 04524 51673,10S 604524 4051673
855,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,0,4,12/2/2014 0:00,10SEF9675544755,117LP37,DJPG0485932598,10S EF 96755 44755,10S 596755 4044755
856,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,3,12/2/2014 0:00,10SFF0443454532,117LP36,DJPG1008537837,10S FF 04434 54532,10S 604433 4054532
857,ATTACK RPT,Attack,Enemy,Unknown,9,0,12/2/2014 0:00,10SEF9356451151,117LP34,DJPG0276736076,10S EF 93564 51151,10S 593564 4051150
858,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,1,8,12/2/2014 0:00,10SFF0482149207,117LP39,DJPG1030134955,10S FF 04821 49207,10S 604821 4049206
859,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,4,1,12/2/2014 0:00,10SFF0412652601,117LP35,DJPG0986236795,10S FF 04126 52601,10S 604125 4052601
860,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,12/2/2014 0:00,10SEF9906550095,117LP35,DJPG0644835472,10S EF 99065 50095,10S 599065 4050095
861,IED EXPLOSION RPT,IED,Friendly,VOIED,9,4,12/2/2014 0:00,10SEF9630744982,117LP37,DJPG0456032724,10S EF 96307 44982,10S 596307 4044982
862,INDIRECT FIRE RPT,Direct Fire,Friendly,Mortar,9,0,12/2/2014 0:00,10SFF0364351883,117LP35,DJPG0953236410,10S FF 03643 51883,10S 603642 4051883
863,IED EXPLOSION RPT,IED,Friendly,CWIED,8,9,12/2/2014 0:00,10SEF9856750011,117LP35,DJPG0611435430,10S EF 98567 50011,10S 598567 4050011
864,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,9,12/2/2014 0:00,10SFF0136751065,117LP35,DJPG0799935982,10S FF 01367 51065,10S 601366 4051064
865,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,2,2,12/2/2014 0:00,10SFF0349053812,117LP35,DJPG0944637454,10S FF 03490 53812,10S 603490 4053811
866,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,2,1,12/2/2014 0:00,10SFF0487952387,117LP36,DJPG1036636674,10S FF 04879 52387,10S 604879 4052386
867,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,0,12/2/2014 0:00,10SEF9523051534,117LP34,DJPG0388736274,10S EF 95230 51534,10S 595230 4051534
868,MEDEVAC RPT,Other,Neutral,Unknown,9,0,12/2/2014 0:00,10SFF0387852125,117LP35,DJPG0969236539,10S FF 03878 52125,10S 603877 4052125
869,IED EXPLOSION RPT,IED,Friendly,Unknown,2,0,12/2/2014 0:00,10SEF9890351138,117LP35,DJPG0634836037,10S EF 98903 51138,10S 598903 4051138
870,DETAIN RPT,Detain,Enemy,Unknown,0,8,12/2/2014 0:00,10SFF0330149222,117LP38,DJPG0928234973,10S FF 03301 49222,10S 603300 4049221
871,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,9,12/2/2014 0:00,10SFF0020350546,117LP35,DJPG0721535708,10S FF 00203 50546,10S 600203 4050545
872,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,12/2/2014 0:00,10SEF9511151871,117LP34,DJPG0381036457,10S EF 95111 51871,10S 595111 4051871
873,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,9,8,12/2/2014 0:00,10SFF0210349198,117LP38,DJPG0847834968,10S FF 02103 49198,10S 602102 4049198
874,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,8,12/2/2014 0:00,10SEF9921549619,117LP35,DJPG0654535213,10S EF 99215 49619,10S 599215 4049618
875,IED EXPLOSION RPT,IED,Friendly,VOIED,0,0,12/2/2014 0:00,10SEF9635751961,117LP34,DJPG0464636498,10S EF 96357 51961,10S 596357 4051961
876,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,1,12/2/2014 0:00,10SEF9681852575,117LP34,DJPG0496036827,10S EF 96818 52575,10S 596818 4052575
877,ASSASSINATION,Assassination,Neutral,Small Arms,1,9,12/3/2014 0:00,10SEF9854450561,117LP35,DJPG0610235727,10S EF 98544 50561,10S 598543 4050560
878,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,8,1,12/3/2014 0:00,10SFF0334052249,117LP35,DJPG0933236609,10S FF 03340 52249,10S 603340 4052248
879,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,0,12/25/2014 0:00,10SEF9964551091,117LP35,DJPG0684536007,10S EF 99645 51091,10S 599645 4051090
880,IED EXPLOSION RPT,IED,Friendly,VOIED,9,1,12/25/2014 0:00,10SEF9767552832,117LP35,DJPG0553736961,10S EF 97675 52832,10S 597674 4052832
881,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,1,1,12/25/2014 0:00,10SEF9618553053,117LP34,DJPG0453937090,10S EF 96185 53053,10S 596185 4053053
882,TURN IN RPT,Other,Friendly,Unknown,5,8,12/25/2014 0:00,10SFF0276849319,117LP35,DJPG0892635029,10S FF 02768 49319,10S 602768 4049318
883,ESCALATION OF FORCE RPT,Other,Enemy,Unknown,0,1,12/25/2014 0:00,10SFF0525952765,117LP36,DJPG1062436876,10S FF 05259 52765,10S 605259 4052764
884,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,1,0,12/25/2014 0:00,10SEF9458551218,117LP34,DJPG0345236107,10S EF 94585 51218,10S 594585 4051218
885,IED EXPLOSION RPT,IED,Friendly,VOIED,8,9,12/25/2014 0:00,10SEF9864350969,117LP35,DJPG0617235947,10S EF 98643 50969,10S 598642 4050968
886,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,0,12/25/2014 0:00,10SFF0437251587,117LP36,DJPG1001936245,10S FF 04372 51587,10S 604371 4051587
887,MINE STRIKE RPT,Mine,Neutral,Mine,0,2,12/25/2014 0:00,10SFF0449353388,117LP36,DJPG1011537218,10S FF 04493 53388,10S 604493 4053388
888,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,1,4,12/25/2014 0:00,10SEF9608945402,117LP37,DJPG0441732952,10S EF 96089 45402,10S 596089 4045401
889,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,0,12/25/2014 0:00,10SFF0196251273,117LP35,DJPG0840036090,10S FF 01962 51273,10S 601961 4051272
890,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,12/25/2014 0:00,10SEF9897250756,117LP35,DJPG0639135830,10S EF 98972 50756,10S 598972 4050755
891,IED EXPLOSION RPT,IED,Friendly,VOIED,1,2,12/25/2014 0:00,10SFF0344653610,117LP35,DJPG0941537345,10S FF 03446 53610,10S 603446 4053610
892,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,5,12/25/2014 0:00,10SEF9665845781,117LP37,DJPG0480133154,10S EF 96658 45781,10S 596658 4045780
893,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,0,12/26/2014 0:00,10SFF0169451352,117LP35,DJPG0822136135,10S FF 01694 51352,10S 601693 4051352
894,MINE STRIKE RPT,Mine,Neutral,Mine,9,9,12/26/2014 0:00,10SEF9920750698,117LP35,DJPG0654835797,10S EF 99207 50698,10S 599206 4050698
895,IED EXPLOSION RPT,IED,Friendly,Unknown,1,5,12/26/2014 0:00,10SEF9722246112,117LP38,DJPG0518233329,10S EF 97222 46112,10S 597222 4046112
896,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,0,4,12/26/2014 0:00,10SEF9653645315,117LP37,DJPG0471632903,10S EF 96536 45315,10S 596535 4045315
897,ATTACK RPT,Attack,Friendly,Small Arms,8,2,12/26/2014 0:00,10SEF9563253486,117LP34,DJPG0417137327,10S EF 95632 53486,10S 595632 4053486
898,ATTACK RPT,Attack,Friendly,Rocket,9,4,12/26/2014 0:00,10SEF9614545319,117LP37,DJPG0445432907,10S EF 96145 45319,10S 596144 4045319
899,MEDEVAC RPT,Other,Neutral,Unknown,1,8,12/26/2014 0:00,10SFF0270149397,117LP35,DJPG0888135071,10S FF 02701 49397,10S 602701 4049396
900,IED EXPLOSION RPT,IED,Friendly,CWIED,3,9,12/26/2014 0:00,10SFF0199251044,117LP35,DJPG0841935967,10S FF 01992 51044,10S 601992 4051044
901,IED EXPLOSION RPT,IED,Friendly,RCIED,1,9,12/26/2014 0:00,10SFF0123550582,117LP35,DJPG0790735722,10S FF 01235 50582,10S 601234 4050582
902,IED EXPLOSION RPT,IED,Friendly,Unknown,8,9,12/26/2014 0:00,10SFF0118850519,117LP35,DJPG0787535688,10S FF 01188 50519,10S 601188 4050518
903,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,0,12/26/2014 0:00,10SEF9736552037,117LP35,DJPG0532336533,10S EF 97365 52037,10S 597364 4052037
904,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,1,12/26/2014 0:00,10SEF9627852887,117LP34,DJPG0460036999,10S EF 96278 52887,10S 596278 4052887
905,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,1,8,12/26/2014 0:00,10SFF0075949468,117LP35,DJPG0757935122,10S FF 00759 49468,10S 600758 4049468
906,ESCALATION OF FORCE RPT,Other,Neutral,Small Arms,0,9,12/26/2014 0:00,10SFF0331450890,117LP35,DJPG0930435875,10S FF 03314 50890,10S 603313 4050889
907,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,1,8,12/26/2014 0:00,10SEF9844749791,117LP35,DJPG0603135312,10S EF 98447 49791,10S 598446 4049791
908,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,9,12/26/2014 0:00,10SFF0365150447,117LP35,DJPG0952735633,10S FF 03651 50447,10S 603651 4050446
909,IED EXPLOSION RPT,IED,Friendly,VOIED,0,1,12/26/2014 0:00,10SEF9743852745,117LP35,DJPG0537736915,10S EF 97438 52745,10S 597437 4052744
910,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,9,12/26/2014 0:00,10SEF9538050981,117LP34,DJPG0398335974,10S EF 95380 50981,10S 595379 4050981
911,IED EXPLOSION RPT,IED,Friendly,VOIED,4,8,12/26/2014 0:00,10SFF0270149397,117LP35,DJPG0888135071,10S FF 02701 49397,10S 602701 4049396
912,IED EXPLOSION RPT,IED,Friendly,VOIED,9,5,12/26/2014 0:00,10SEF9611946047,117LP37,DJPG0444233301,10S EF 96119 46047,10S 596119 4046046
913,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,9,1,12/26/2014 0:00,10SEF9742652270,117LP35,DJPG0536636658,10S EF 97426 52270,10S 597426 4052270
914,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,12/26/2014 0:00,10SEF9403650522,117LP34,DJPG0307935734,10S EF 94036 50522,10S 594036 4050522
915,IED EXPLOSION RPT,IED,Friendly,VOIED,8,1,12/26/2014 0:00,10SEF9825052594,117LP35,DJPG0592136829,10S EF 98250 52594,10S 598250 4052594
916,SAFIRE RPT,Small Arms Fire,Friendly,Small Arms,1,9,12/27/2014 0:00,10SFF0320650831,117LP35,DJPG0923135844,10S FF 03206 50831,10S 603206 4050831
917,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,8,12/27/2014 0:00,10SFF0000249905,117LP35,DJPG0707535363,10S FF 00002 49905,10S 600001 4049905
918,IED EXPLOSION RPT,IED,Friendly,VOIED,3,9,12/27/2014 0:00,10SFF0368951080,117LP35,DJPG0955735975,10S FF 03689 51080,10S 603689 4051079
919,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,4,0,12/27/2014 0:00,10SFF0226251274,117LP35,DJPG0860236089,10S FF 02262 51274,10S 602262 4051273
920,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,1,12/27/2014 0:00,10SFF0408053190,117LP35,DJPG0983637114,10S FF 04080 53190,10S 604079 4053189
921,PROPAGANDA,Propaganda,Friendly,RPG,9,9,12/27/2014 0:00,10SFF0401450239,117LP35,DJPG0976835518,10S FF 04014 50239,10S 604013 4050238
922,IED EXPLOSION RPT,IED,Friendly,VOIED,0,4,12/27/2014 0:00,10SFF0559855645,117LP36,DJPG1087538431,10S FF 05598 55645,10S 605597 4055644
923,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,1,0,12/27/2014 0:00,10SFF0264051808,117LP35,DJPG0886036375,10S FF 02640 51808,10S 602640 4051807
924,IED EXPLOSION RPT,IED,Friendly,CWIED,5,0,12/27/2014 0:00,10SEF9516051929,117LP34,DJPG0384336488,10S EF 95160 51929,10S 595160 4051929
925,IED EXPLOSION RPT,IED,Friendly,VOIED,8,1,12/27/2014 0:00,10SFF0463952518,117LP36,DJPG1020636747,10S FF 04639 52518,10S 604639 4052518
